,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments,X,X.1
381,420279001,587521000006111,800,C1090,C109000,Non-insulin-dependent diabetes mellitus with renal comps,2615535015,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
384,420279001,914031000006118,3000,C10F0,C10F000,Renal disorder associated with type II diabetes mellitus,2618208012,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
387,420279001,914271000006114,90,C10FC-1,C10FC11,Type II diabetes mellitus with nephropathy,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
390,420279001,914041000006111,30,C10F0-1,C10F011,Type II diabetes mellitus with renal complications,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
393,420279001,280531000006119,200,C109C,C109C00,Non-insulin dependent diabetes mellitus with nephropathy,3035432019,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
396,420279001,84921000006110,1000,C109C-1,C109C11,Renal disorder due to type 2 diabetes mellitus,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
399,420279001,616551000006111,1000,C1041,C104100,"Diabetes mellitus, adult onset, with renal manifestation",2615535015,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
402,420279001,84551000006113,700,C109C-2,C109C12,Type 2 diabetes mellitus with nephropathy,3035432019,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
405,420279001,84611000006113,200,C1090-2,C109012,Type 2 diabetes mellitus with renal complications,2618208012,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
408,420279001,914261000006119,7000,C10FC,C10FC00,Diabetes type 2 with nephropathy,3035432019,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
411,420279001,84981000006114,80,C1090-1,C109011,Type II diabetes mellitus with renal complications,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
414,420422005,292478012,400,C101y,C101y00,Other specified diabetes mellitus with ketoacidosis,2616611010,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
418,420422005,292489017,100,C103z,C103z00,Diabetes mellitus NOS with ketoacidotic coma,2616611010,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
422,420422005,6953901000006115,1000,^ESCTDK695390,NA,DKA - diabetic ketoacidosis,3303994013,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
426,420422005,6953871000006115,4,^ESCTKE695387,NA,Ketoacidosis in diabetes mellitus,2622192019,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
430,420422005,6953891000006119,8,^ESCTDI695389,NA,Diabetic acidosis,2622194018,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
434,420422005,881461000006110,600,C101-99,C101.99,Diabetes+ketoacidosis -no coma,881461000006110,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
438,420422005,292479016,2000,C101z,C101z00,Diabetes mellitus NOS with ketoacidosis,2616611010,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
442,420422005,6953861000006110,20000,^ESCTDI695386,NA,Diabetic ketoacidosis,2616611010,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
446,420422005,2622193012,60000,C101,C101.00,Diabetes mellitus with ketoacidosis,2622193012,NA,32,Other specified diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
450,420486006,6954991000006112,1,^ESCTEX695499,NA,Exudative maculopathy associated with type I diabetes mellitus,2618236019,NA,32,type 1 diabetes mellitus with exudative maculopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
451,420486006,938301000006114,500,C10EP,C10EP00,Exudative maculopathy with type 1 diabetes mellitus,3698521013,NA,32,type 1 diabetes mellitus with exudative maculopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
452,420486006,938311000006112,30,C10EP-1,C10EP11,Type I diabetes mellitus with exudative maculopathy,2618236019,NA,32,type 1 diabetes mellitus with exudative maculopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
453,420486006,14083771000006118,8,^ESCT1408377,NA,Exudative maculopathy due to type 1 diabetes mellitus,3778111019,NA,32,type 1 diabetes mellitus with exudative maculopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
454,420514000,928461000006119,4000,C10EK,C10EK00,Persistent proteinuria associated with type 1 diabetes mellitus,2967914011,NA,32,type 1 diabetes mellitus with persistent proteinuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
455,420514000,14083781000006115,100,^ESCT1408378,NA,Persistent proteinuria due to type 1 diabetes mellitus,3800541018,NA,32,type 1 diabetes mellitus with persistent proteinuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
456,420514000,928471000006114,20,C10EK-1,C10EK11,Type I diabetes mellitus with persistent proteinuria,2967914011,NA,32,type 1 diabetes mellitus with persistent proteinuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
457,420662003,14083791000006117,3,^ESCT1408379,NA,Coma due to diabetes mellitus,3873350013,NA,32,Other specified diabetes mellitus with coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
458,420662003,292488013,40,C103y,C103y00,Coma associated with diabetes mellitus,2618230013,NA,32,Other specified diabetes mellitus with coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
459,420715001,14083811000006118,9000,^ESCT1408381,NA,Persistent microalbuminuria due to type 2 diabetes mellitus,3800535013,NA,32,type 2 diabetes mellitus with persistent microalbuminuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
460,420715001,928571000006113,2000,C10FM-1,C10FM11,Type II diabetes mellitus with persistent microalbuminuria,2967769016,NA,32,type 2 diabetes mellitus with persistent microalbuminuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
461,420715001,928561000006118,70000,C10FM,C10FM00,Persistent microalbuminuria associated with type 2 diabetes mellitus,2967769016,NA,32,type 2 diabetes mellitus with persistent microalbuminuria,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
462,420789003,84441000006110,50,C1087-2,C108712,Type 1 diabetes mellitus with retinopathy,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
463,420789003,913661000006118,2000,C10E7,C10E700,Retinopathy with type 1 diabetes mellitus,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
464,420789003,913671000006113,60,C10E7-1,C10E711,Type I diabetes mellitus with retinopathy,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
465,420789003,84811000006114,100,C1087-1,C108711,Type I diabetes mellitus with retinopathy,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
466,420789003,14083831000006112,5,^ESCT1408383,NA,Retinopathy due to type 1 diabetes mellitus,3779404016,NA,32,Type I diabetes mellitus with retinopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
467,420825003,292541011,200,C10E6,C10E600,Type 1 diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
468,420825003,84331000006112,2,C1086-2,C108612,Type 1 diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
469,420825003,84701000006115,10,C1086-1,C108611,Type I diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
470,420825003,14083841000006119,10,^ESCT1408384,NA,Gangrene due to type 1 diabetes mellitus,3800377014,NA,32,Type I diabetes mellitus with gangrene,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
471,420825003,292543014,10,C10E6-1,C10E611,Type I diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
472,420868002,616611000006111,100,C10z0,C10z000,Disorder due to type 1 diabetes mellitus,3013528019,NA,32,"diabetes mellitus, juvenile type, + unspecified complication",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
473,420918009,913781000006117,20,C10EB,C10EB00,Type 1 diabetes mellitus with mononeuropathy,2618199015,NA,32,insulin dependent diabetes mellitus with mononeuropathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
474,420918009,84721000006113,4,C108B-1,C108B11,Mononeuropathy with type 1 diabetes mellitus,3697664014,NA,32,insulin dependent diabetes mellitus with mononeuropathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
475,420918009,913791000006119,7,C10EB-1,C10EB11,Type I diabetes mellitus with mononeuropathy,3697664014,NA,32,insulin dependent diabetes mellitus with mononeuropathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
476,420996007,719541000006111,4,C10A0,C10A000,Malnutrition-related diabetes mellitus with coma,2618229015,NA,32,malnutrition-related diabetes mellitus with coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
477,421075007,928531000006110,4,C10EN-1,C10EN11,Type I diabetes mellitus with ketoacidotic coma,2967758019,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
478,421075007,14083881000006113,1,^ESCT1408388,NA,Ketoacidotic coma due to type 1 diabetes mellitus,3873334017,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
479,421075007,928521000006112,800,C10EN,C10EN00,Ketoacidotic coma in type 1 diabetes mellitus,2967758019,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
480,421075007,616651000006112,40,C1030,C103000,"Diabetes mellitus, juvenile type, with ketoacidotic coma",2618217012,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
482,421365002,616591000006117,20,C1070,C107000,"Diabetes mellitus, juvenile +peripheral circulatory disorder",2618205010,NA,32,insulin dependent diab mell with peripheral angiopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
483,421468001,616671000006119,100,C1060,C106000,"Diabetes mellitus, juvenile, + neurological manifestation",2618197018,NA,32,Diab.mell.+neuropathy-juvenile,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
485,421468001,84381000006113,20,C1082-2,C108212,Type 1 diabetes mellitus with neurological complications,2618197018,NA,32,Diab.mell.+neuropathy-juvenile,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
487,421468001,913511000006117,100,C10E2,C10E200,Type 1 diabetes mellitus with neurological complications,2618197018,NA,32,Diab.mell.+neuropathy-juvenile,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
489,421468001,14083941000006112,5,^ESCT1408394,NA,Disorder of nervous system due to type 1 diabetes mellitus,3789014011,NA,32,Diab.mell.+neuropathy-juvenile,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
491,421468001,84751000006116,4,C1082-1,C108211,Type I diabetes mellitus with neurological complications,3695401013,NA,32,Diab.mell.+neuropathy-juvenile,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
493,421468001,913521000006113,4,C10E2-1,C10E211,Neurological disorder with type 1 diabetes mellitus,3695401013,NA,32,Diab.mell.+neuropathy-juvenile,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
496,421750000,616531000006116,900,C1011,C101100,"Diabetes mellitus, adult onset, with ketoacidosis",2618220016,NA,32,"diabetes mellitus, adult onset, with ketoacidosis",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
497,421750000,6977421000006110,10,^ESCTKE697742,NA,Ketoacidosis in type II diabetes mellitus,2618220016,NA,32,"diabetes mellitus, adult onset, with ketoacidosis",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
498,421750000,6977431000006113,1,^ESCTDI697743,NA,Diabetes type 2 with ketoacidosis,3035594017,NA,32,"diabetes mellitus, adult onset, with ketoacidosis",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
499,421750000,14083991000006115,10,^ESCT1408399,NA,Ketoacidosis due to type 2 diabetes mellitus,3873230011,NA,32,"diabetes mellitus, adult onset, with ketoacidosis",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
500,421750000,928591000006114,80,C10FN-1,C10FN11,Type II diabetes mellitus with ketoacidosis,2967754017,NA,32,"diabetes mellitus, adult onset, with ketoacidosis",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
501,421750000,928581000006111,3000,C10FN,C10FN00,Ketoacidosis in type 2 diabetes mellitus,2967754017,NA,32,"diabetes mellitus, adult onset, with ketoacidosis",Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
502,421779007,938321000006116,1000,C10FQ,C10FQ00,Exudative maculopathy associated with type 2 diabetes mellitus,2618237011,NA,32,type 2 diabetes mellitus with exudative maculopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
503,421779007,14084001000006112,4,^ESCT1408400,NA,Exudative maculopathy due to type 2 diabetes mellitus,3778113016,NA,32,type 2 diabetes mellitus with exudative maculopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
504,421779007,938331000006118,200,C10FQ-1,C10FQ11,Exudative maculopathy with type 2 diabetes mellitus,3698529010,NA,32,type 2 diabetes mellitus with exudative maculopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
505,421847006,616541000006114,20,C1031,C103100,"Diabetes mellitus, adult onset, with ketoacidotic coma",2618218019,NA,32,Type II diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
506,421847006,928611000006115,6,C10FP-1,C10FP11,Ketoacidotic coma in type II diabetes mellitus,2618218019,NA,32,Type II diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
507,421847006,12704991000006114,3,^ESCT1270499,NA,Ketoacidotic coma in type 2 diabetes mellitus,2967777017,NA,32,Type II diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
508,421847006,928601000006118,40,C10FP,C10FP00,Ketoacidotic coma in type 2 diabetes mellitus,2618218019,NA,32,Type II diabetes mellitus with ketoacidotic coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
509,421893009,14084021000006119,3,^ESCT1408402,NA,Renal disorder due to type 1 diabetes mellitus,3782043016,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
512,421893009,84801000006111,50,C1080-1,C108011,Type I diabetes mellitus with renal complications,2623054013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
515,421893009,913451000006117,2000,C10E0,C10E000,Type 1 diabetes mellitus with renal complications,2618211013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
518,421893009,84431000006117,50,C1080-2,C108012,Type 1 diabetes mellitus with renal complications,2618211013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
521,421893009,84371000006110,300,C108D-2,C108D12,Type 1 diabetes mellitus with nephropathy,2623054013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
524,421893009,616661000006114,100,C1040,C104000,"Diabetes mellitus, juvenile type, with renal manifestation",2618211013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
527,421893009,913851000006119,20,C10ED-1,C10ED11,Type I diabetes mellitus with nephropathy,2623054013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
530,421893009,913841000006116,1000,C10ED,C10ED00,Renal disorder associated with type 1 diabetes mellitus,2623054013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
533,421893009,84741000006118,400,C108D-1,C108D11,Type I diabetes mellitus with nephropathy,2623054013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
536,421893009,913461000006115,20,C10E0-1,C10E011,Type I diabetes mellitus with renal complications,2623054013,NA,32,Type I diabetes mellitus with renal complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
539,421895002,13791000006111,30,C107y,C107y00,Other specified diabetes mellitus with periph circ comps,2618203015,NA,32,Peripheral vascular disorder due to diabetes mellitus (disorder),Diabetes,NA,['Manchester],efi-diabetes.snomed.txt,NA,DM     
540,421895002,616441000006113,5000,C107,C107.00,Peripheral vascular disorder due to diabetes mellitus,3688501014,NA,32,Peripheral vascular disorder due to diabetes mellitus (disorder),Diabetes,NA,['Manchester],efi-diabetes.snomed.txt,NA,DM     
541,421895002,913921000006119,6,C10EG-2,C10EG12,Insulin dependent diab mell with peripheral angiopathy,2618203015,NA,32,Peripheral vascular disorder due to diabetes mellitus (disorder),Diabetes,NA,['Manchester],efi-diabetes.snomed.txt,NA,DM     
542,421895002,292523015,700,C107z,C107z00,Diabetes mellitus NOS with peripheral circulatory disorder,2618203015,NA,32,Peripheral vascular disorder due to diabetes mellitus (disorder),Diabetes,NA,['Manchester],efi-diabetes.snomed.txt,NA,DM     
543,421895002,772141000006118,6,C108G,C108G00,Insulin dependent diab mell with peripheral angiopathy,2618203015,NA,32,Peripheral vascular disorder due to diabetes mellitus (disorder),Diabetes,NA,['Manchester],efi-diabetes.snomed.txt,NA,DM     
544,421895002,12704411000006113,30,^ESCT1270441,NA,Peripheral circulatory disorder associated with diabetes mellitus,2618203015,NA,32,Peripheral vascular disorder due to diabetes mellitus (disorder),Diabetes,NA,['Manchester],efi-diabetes.snomed.txt,NA,DM     
